company,education,experience,industry,jobdescription,joblocation,jobtitle,numberofpositions,skills,rating,pay
Technosoft Global Services Pvt Ltd,UG: Any Graduate - Any Specialization,4 - 9 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Hi, Greeting Form Technosoft..!! Technosoft Corporation, Bangalore is conducting a walkin drive tomorrow i.e. 11th October (Tuesday). Interested candidates can walkin to attend the interview starting from 10 AM at the below mentioned venue. Technosoft Corporation Cessna Business Park, Embassy Tech Square, 3rd Floor. Signet Building. Bangalore. phno:08042451532   This position is a Permanent employment with Technosoft. We are looking for a recruiter, with full cycle recruiting experience, to attract, screen, select and onboard qualified and suitable personnel to fill our job openings. The goal is to attract top talent from our candidates pool, gain competitive advantage and fuel companys growth. Position: IT Recruiter Location: Bangalore Notice Period: 15 Days Responsibilities Design and implement overall recruiting strategy Develop and update job descriptions and job specifications Perform job and task analysis to document job requirements and objectives Prepare and post jobs to appropriate job board/newspapers/colleges etc Source and attract candidates by using databases, social media etc Screen candidates resumes and job applications Conduct interviews using various reliable personnel selection tools/methods to filter candidates within schedule Assess applicants relevant knowledge, skills, soft skills, experience and aptitudes Onboard new employees in order to become fully integrated Monitor and apply hr recruiting best practices Provide analytical and well documented reports to the rest of the team Act as a point of contact and build influential candidate relationships during the selection process Promote companys reputation as best place to work EXPERTISE IN CONTRACT STAFFING IS MUST Requirements Proven work experience as a recruiter Solid ability to conduct different types of interviews (structured, competency based, stress etc) Hands on experience with various selection processes (phone interviewing, reference check etc) Ability to organise assessment centers (in tray activities, work samples, psychometric and IQ/EQ tests etc) Familiarity with hr databases, applicant tracking systems and CMS Excellent communication and interpersonal skills Strong decision making skills BS/MS in Human Resources Management Please mention  Deepa on top of your resume. Contact person - Vinod Note: 1) P ls bring the print out of this job post along with you for interview. 2) carry your original ID proof. Salary: Attractive Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills it recruiter recruitment executive contract staffing hr recruiter mba hr bba hr human resources recruitments Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Technosoft Global Services Pvt Ltd Technosoft Corporation is an ISO 9001:27001 company, founded in 1996 as an Information Technology (IT) /Business Process Outsourcing (BPO) Services Company. Headquartered in Michigan, USA, Technosoft has 10 offices globally. Outsourcing operations are located at our state-of-the-art facility in Chennai and Bangalore, India. Since its inception in 1996, Technosoft has seen unprecedented yet consistent growth in terms of customers, employees and revenue. Currently, Technosoft has over 1800 employees across the world. Our customers include Fortune 1000 and SMB companies globally. For further information, do check our website www.technosoftcorp.com. Download PPT Photo 1   View Contact Details",,"IT Recruiter,bangalore",20,,3.3,Attractive
Cedent Consulting Inc,UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required,3 - 8 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Cedent Consulting is looking to Hire Experienced HR/Immigration Coordinators and Manager for their Bangalore Office. The ideal Candidate must have: 3 - 5 + Years experience in Human Resources in the area of US Immigration ,Payroll , Employee Relations etc. - Experience working with Human Resources paperwork and immigration filing requirements especially for US. - Experience in dealing with queries from employees who are in the US. - Excellent Communication skills and Writing skills. - Candidates who is ready to achieve over and beyond. - Ability to work day / Night/afternoon , since this role will be working US hours and there is a possibility working part US and part India hours. - Must have a Bachelors degree atleast. Cedent Consulting is always looking for passionate professionals who is willing to grow with the Company.Interested Candidates should immediately apply for this opportunity and all applications will be kept strictly confidential. Salary:INR 3,00,000 - 8,00,000 P.A Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills US Recruiting usa recruiting Human Resources Payroll payroll processing immigration visa processing visa Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Cedent Consulting Inc Cedent Consulting, Inc. (Cedent) is a young and fast growing Information Technology Service provider offering a wide array of IT services ranging from IT Consulting & Healthcare Product development (Application Development) services to its clients. Cedent help's transform enterprises by aligning IT strategy and priorities to their business objectives. Cedent has been enhancing its business performance by providing unparalleled technical, business process and strategy expertise to positively impact our clients' critical systems. Cedent has built a strong reputation for systematic and hands on approach to IT Consulting. Cedent delivers business driven solutions. Cedent has extensive experience in designing, developing IT solutions and committed to providing quality, innovative IT solutions designed to exacting requirements to allow organizations to operate more efficiently and competitively. Download PPT Photo 1   View Contact Details",,Human Resource Professionals in Immigration /payroll/business Partner,4,,2.6,"3,00,000 - 8,00,000 P.A"
TechnoBuddy,"UG: B.Tech/B.E. - Any Specialization, Diploma - Any Specialization, Any Graduate - Any Specialization PG:Post Graduation Not Required",0 - 1 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this TechnoBuddy is looking for B.Tech/B.E. Freshers for many Engineering Projects. Kindly Apply Now at the below given link as earliest to grab the opportunity. Job Location : Pan India Eligibility : B.Tech/B.E. Freshers (All Streams) (2014,2015 and 2016 candidates only)  + Any Computer Graduate Opening for Following Positions :  1. Telecommunication Engineer 2. Digital Marketing Engineer 3. Networking Engineer 4. Technical Business Development Executive Link :  www.technobuddy.in/career.html Job Profile :  * Candidates need to work on our clients projects. * Since the location is on Pan India Basis, Hence candidates must have to prepare for Relocation. * Physical Health Certificate (General Checkup) after joining is mandatory * Candidate must have ability to handle the Team. * All Selected candidates need to go through Pre-Recruitment Technical Program on self support basis, so that they may perform according to client need. * Communication must be good. Note :  Walk-in for Freshers only (2014/2015/2016 Passout only) Salary:INR 1,00,000 - 3,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Hardware , Technical Support , Telecom Engineering Role Category:Other Role:Fresher Keyskills telecom rf engineer bts dt fresher btech be electronics Digital Marketing seo networking drive test drive test engineer rf engineer Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, Diploma - Any Specialization, Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: TechnoBuddy TechnoBuddy is India's Largest and No.1 Technical Pre-Recruitment Company for Engineers. TechnoBuddy takes care of Engineering freshers and directly works with clients on Different Technical Projects. Download PPT Photo 1   View Contact Details",,Immediate Walk-ins for Freshers in Telecom,50,,5,"1,00,000 - 3,00,000 P.A"
Ikya Human Capital Solutions Pvt Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this International voice process jobs in banking process Perks and benefits: Salary: Irrespective of experience if you get through the interview salary will be 3.3 lakhs per annum (22k take home) Allowance, Incentives, Cab facility, Attendance bonus We have huge openings for Banking voice process jobs where You will be the first point of contact to the International customers of the bank You can get associated with International and domestic banks and explore the greater avenues in the field of banking You can synchronize your good speaking skills or relevant exp in voice process with the wish to make your career in banking sector The process is basically into inbound process not in outbound Pre-requisites to apply for this job Are you a graduate if not do you have voice process experience then you can apply! Looking for Candidate with excellent communication skills in english We are looking for immediate joiners!! Should be willing to work in UK shift Note: IKYA Human capital solutions is one of the top recruitment service providing organisation in India and when we say service we dont charge anything. We just help you to get the relevant job Job location: Bangalore Eligibility: Fresher/Experienced Shifts: UK shift Customer service in banking process Customer service is an important, but broad concept in the banking industry. In essence, banks are service-based businesses, so most of their activities involve elements of service. Customer service managers generally deal directly with service issues, but several other common banking jobs involve service. Banking process is a highly specialized sourcing strategy used by banks and lending institutions to support the business acquisition and account servicing activities associated with the customer lending lifecycle. These specific services are usually offered through multi-year service-level agreements of the financial services market. Duties Handle transactions and answer customer queries Decipher customer needs and offer the best solution based on proper company policies Effectively communicate ideas, suggestions and answers Refer customers to people who specialize with the type of problem or query they present Complete complex money-related transactions Offer upgrades and new banking services or products Skills Effective listener and communicator Good problem solving and troubleshooting skills Ability to follow instructions and procedures up to the tiniest detail Keen eye for detail and the drive to serve satisfactorily Career path...Where you can see yourself down the line From being the first point of contact to customers of the bank you can be the key person in operations of the bank in future date. It depends upon you how you put your dedication and passion to seek growth in the industry and also how to explore the existing opportunities in the bank you are working or the industry you are into. Do you have the required skills and wish to make your career in banking sector then apply to this job sending your resume to shwetha.ca@ikyaglobal.com or for quick response call @ 9611209386 and fix up your interview Regards CA Shwetha Recruitment consultant-ITES/BPO IKYA Human capital solutions Bangalore Ikya Human Capital Solutions, A Unit of Quess corp, 2nd floor, Raheja Arcade, Beside Punjab grill, Koramangala, Bangalore Landmark: Opposite to Forum mall, Koramangala Contact details Mob: 9611209386 Email : shwetha.ca@ikyaglobal.com â€ƒ Salary:INR 3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills International Voice Process voice process mortgage credits UAE process Indigo banking bpo outbound Cold Calling calls inbound cross selling home loans solving phone customer care Fraud Specialist Sales first point ocwen scope HSBC XL dynamics SBI Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: Ikya Human Capital Solutions Pvt Ltd IKYA is the fastest growing HR solutions provider in India, offering world-class services to over 5000+ locations across the country including leading MNCs and large Indian firms across industries and helping nearly 84,000 associates enhance their careers every year. Download PPT Photo 1   View Contact Details",,Process jobs in Leading Company for International Voice Process,27,,3,"3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus"
Career Soft Solutions Pvt. Ltd.,UG: Any Graduate - Any Specialization,5 - 10 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Requirement: Webmethods (Sr. Level) Job Description: 1. Candidate should have minimum 5 - 14 Years of total experience 2. Atleast 2+ Years of experience in Webmethods 3. In depth knowledge on Integration (EAI) projects 4. Should have worked on WebMethods 6.x , 7.x and 8.x Ver 5. Should be strong in WebMethods components, like Developer, Broker, Integration Server, Trading Network,Designer etc. 6. Well versed with Enterprise Integration Architecture and designing 7. End to end development in Integration project and Designing and estimation 8. Ability to interact with different functional areas with Excellent Interpersonal, Written and Presentation skills. Job Location: Chennai/Bangalore Kindly confirm your interest by sending your updated CV along with following details 1. Total IT Experience: 2. Experience in Webmethods: 3. Current CTC: 4. Expected CTC: 5. Notice Period: 6. Date of Birth: 7. Mode of Employment: 8. Preferred Location: (Chennai/Bangalore) Thanks and Regards, Mohan Babu AC Career Soft Solutions Chennai, INDIA. HP: +91 9884002310 LL: 04440107906 Email: mohan@cssrecruit.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Middleware Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills Webmethods My Webmethods Web - Methods Web methods Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Career Soft Solutions Pvt. Ltd. Client is an enterprise software company with over 10,000 enterprise customers in over 70 countries. The company is the second largest software vendor in Germany, the fourth in Europe (following SAP's acquisition of Business Objects) and among the top 25 globally. Software AG is traded on the Frankfurt Stock Exchange's TecDAX under the symbol ""SOW"". Software AG is the global leader in Business Process Excellence. We offer our customers end-to-end Business Process Management (BPM) solutions delivering low Total-Cost-of-Ownership and high ease of use. Our industry-leading brands, ARIS, webMethods, Adabas, Natural, CentraSite and IDS Scheer Consulting, represent a unique portfolio encompassing: process strategy, design, integration and control; SOA-based integration and data management; process-driven SAP implementation; and strategic process consulting and services. Download PPT Photo 1   View Contact Details",,Webmethods Openings,10,,4.4,Not Disclosed by Recruiter
Job Finder,"UG: B.Com - Commerce, B.B.A / B.M.S - Management PG:CA",10 - 16 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Hiring for R2R Operations Manager for Bangalore, CA with 10+ yrs of exp into R2R (Post qualification) Taxation & Audit Client management exp mandate (International client) TL exp of 50+ members Rajni(9213701010) rajni.jobsexpert@gmail.com Salary:INR 7,00,000 - 16,00,000 P.A. Night shifts+incentives Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Assistant Manager/Manager -(NonTechnical) Keyskills Operations Manager R2R Client management International client Record to report Reconciliation Desired Candidate Profile CA with 10+ yrs of exp into R2R (Post qualification) Taxation & Audit,Reconcilations,record to report Client management exp mandate (International client) TL exp of 50+ members 9213701010 rajni.jobsexpert@gmail.com Education- UG: B.Com - Commerce, B.B.A / B.M.S - Management PG:CA Company Profile: Job Finder A small, hard-working consulting firm based out of Delhi. Established in 2005, we hit the ground running with our direct approach to finding success. Large scale solutions, End to End Recruitment and RPO, we offer our clients the full package Download PPT Photo 1   View Contact Details",,R2R Operations Manager/bangalore - Upto 17 L,5,,3,"7,00,000 - 16,00,000 P.A. Night shifts+incentives"
United Capital Club,"UG: B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Diploma - Any Specialization, B.Com - Commerce, B.A - Any Specialization",0 - 1 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this There are so many people spending 2 to 3 hour on internet. Here is an opportunity where you can earn initially 3k to 8k per week by spending just 2 to 3 hour per day at office or at home at your leisure time also. Anisha 9502349603 (HR) Salary:INR 2,00,000 - 4,00,000 P.A Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Part Time work from home freelance full time computer operator marketing online internet marketing data entry freshers call center multilevelmarketing mass communication promotinal work internet surfing Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Diploma - Any Specialization, B.Com - Commerce, B.A - Any Specialization Company Profile: United Capital Club The services provided by UCC include pre-arranged tours, custom packages according to customers' specifications, requirements & budget. UCC seeks to differentiate itself as a brand more than a vendor in the tourism sector. Download PPT Photo 1   View Contact Details",,Available Part time / full time work at Top M.n.c Company-9502349603,25,,3.5,"2,00,000 - 4,00,000 P.A"
Ikya Human Capital Solutions Pvt Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this International voice process jobs in banking process Perks and benefits: Salary: Irrespective of experience if you get through the interview salary will be 3.3 lakhs per annum (22k take home) Allowance, Incentives, Cab facility, Attendance bonus We have huge openings for Banking voice process jobs where You will be the first point of contact to the International customers of the bank You can get associated with International and domestic banks and explore the greater avenues in the field of banking You can synchronize your good speaking skills or relevant exp in voice process with the wish to make your career in banking sector The process is basically into inbound process not in outbound Pre-requisites to apply for this job Are you a graduate if not do you have voice process experience then you can apply! Looking for Candidate with excellent communication skills in english We are looking for immediate joiners!! Should be willing to work in UK shift Note: IKYA Human capital solutions is one of the top recruitment service providing organisation in India and when we say service we dont charge anything. We just help you to get the relevant job Job location: Bangalore Eligibility: Fresher/Experienced Shifts: UK shift Customer service in banking process Customer service is an important, but broad concept in the banking industry. In essence, banks are service-based businesses, so most of their activities involve elements of service. Customer service managers generally deal directly with service issues, but several other common banking jobs involve service. Banking process is a highly specialized sourcing strategy used by banks and lending institutions to support the business acquisition and account servicing activities associated with the customer lending lifecycle. These specific services are usually offered through multi-year service-level agreements of the financial services market. Duties Handle transactions and answer customer queries Decipher customer needs and offer the best solution based on proper company policies Effectively communicate ideas, suggestions and answers Refer customers to people who specialize with the type of problem or query they present Complete complex money-related transactions Offer upgrades and new banking services or products Skills Effective listener and communicator Good problem solving and troubleshooting skills Ability to follow instructions and procedures up to the tiniest detail Keen eye for detail and the drive to serve satisfactorily Career path...Where you can see yourself down the line From being the first point of contact to customers of the bank you can be the key person in operations of the bank in future date. It depends upon you how you put your dedication and passion to seek growth in the industry and also how to explore the existing opportunities in the bank you are working or the industry you are into. Do you have the required skills and wish to make your career in banking sector then apply to this job sending your resume to shwetha.ca@ikyaglobal.com or for quick response call @ 9611209386 and fix up your interview Regards CA Shwetha Recruitment consultant-ITES/BPO IKYA Human capital solutions Bangalore Ikya Human Capital Solutions, A Unit of Quess corp, 2nd floor, Raheja Arcade, Beside Punjab grill, Koramangala, Bangalore Landmark: Opposite to Forum mall, Koramangala Contact details Mob: 9611209386 Email : shwetha.ca@ikyaglobal.com â€ƒ Salary:INR 3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills International Voice Process voice process mortgage credits UAE process Indigo banking bpo outbound Cold Calling calls inbound cross selling home loans solving phone customer care Fraud Specialist Sales first point ocwen scope HSBC XL dynamics SBI Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: Ikya Human Capital Solutions Pvt Ltd IKYA is the fastest growing HR solutions provider in India, offering world-class services to over 5000+ locations across the country including leading MNCs and large Indian firms across industries and helping nearly 84,000 associates enhance their careers every year. Download PPT Photo 1   View Contact Details",,Process jobs in Leading Company for International Voice Process,27,,3,"3,00,000 - 3,75,000 P.A. Allowance, Incentives, Cab facility, Attendance bonus"
MPS Ltd.,UG: Any Graduate - Any Specialization PG:Post Graduation Not Required,4 - 6 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Responsibilities * Develop inhouse software systems using Microsoft .NET and SQL Server * Create, maintain and develop documentation * Diagnose and correct programming errors Experience in development using C#, ASP.NET & SQL Server Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills asp.net c# c sharp .net .net developer dot net developer asp.net developer asp dot net developer asp . net developer asp dotnet developer asp .net developer sql sql server web software engineer software developer ms sql server Desired Candidate Profile Walkin Interview-12,13th Oct 2016 Timing-10-4 pm Contact-Nupur MPS Limited # 137 HMG Ambassadors, Residency Road, Bangalore-25 Call: (+91)(080)41784000 / 4137/4137 Land Mark: Opp Bangalore Club,above Huzafia Decor Showroom Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: MPS Ltd. MPS Ltd is a global leader of quality publishing solutions. Started in India-1971. One of the biggest global suppliers of publishing services to a wide international client base. Listed on -BSE & NSE. Globally spread-Europe, North America & India. Download PPT Photo 1   View Contact Details",,Urgent Hiring for Asp.net Developer(4-5 Yrs),2,,3.2,Not Disclosed by Recruiter
Technosoft Global Services Pvt Ltd,UG: Any Graduate - Any Specialization,4 - 9 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Hi, Greeting Form Technosoft..!! Technosoft Corporation, Bangalore is conducting a walkin drive tomorrow i.e. 11th October (Tuesday). Interested candidates can walkin to attend the interview starting from 10 AM at the below mentioned venue. Technosoft Corporation Cessna Business Park, Embassy Tech Square, 3rd Floor. Signet Building. Bangalore. phno:08042451532   This position is a Permanent employment with Technosoft. We are looking for a recruiter, with full cycle recruiting experience, to attract, screen, select and onboard qualified and suitable personnel to fill our job openings. The goal is to attract top talent from our candidates pool, gain competitive advantage and fuel companys growth. Position: IT Recruiter Location: Bangalore Notice Period: 15 Days Responsibilities Design and implement overall recruiting strategy Develop and update job descriptions and job specifications Perform job and task analysis to document job requirements and objectives Prepare and post jobs to appropriate job board/newspapers/colleges etc Source and attract candidates by using databases, social media etc Screen candidates resumes and job applications Conduct interviews using various reliable personnel selection tools/methods to filter candidates within schedule Assess applicants relevant knowledge, skills, soft skills, experience and aptitudes Onboard new employees in order to become fully integrated Monitor and apply hr recruiting best practices Provide analytical and well documented reports to the rest of the team Act as a point of contact and build influential candidate relationships during the selection process Promote companys reputation as best place to work EXPERTISE IN CONTRACT STAFFING IS MUST Requirements Proven work experience as a recruiter Solid ability to conduct different types of interviews (structured, competency based, stress etc) Hands on experience with various selection processes (phone interviewing, reference check etc) Ability to organise assessment centers (in tray activities, work samples, psychometric and IQ/EQ tests etc) Familiarity with hr databases, applicant tracking systems and CMS Excellent communication and interpersonal skills Strong decision making skills BS/MS in Human Resources Management Please mention  Deepa on top of your resume. Contact person - Vinod Note: 1) P ls bring the print out of this job post along with you for interview. 2) carry your original ID proof. Salary: Attractive Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills it recruiter recruitment executive contract staffing hr recruiter mba hr bba hr human resources recruitments Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Technosoft Global Services Pvt Ltd Technosoft Corporation is an ISO 9001:27001 company, founded in 1996 as an Information Technology (IT) /Business Process Outsourcing (BPO) Services Company. Headquartered in Michigan, USA, Technosoft has 10 offices globally. Outsourcing operations are located at our state-of-the-art facility in Chennai and Bangalore, India. Since its inception in 1996, Technosoft has seen unprecedented yet consistent growth in terms of customers, employees and revenue. Currently, Technosoft has over 1800 employees across the world. Our customers include Fortune 1000 and SMB companies globally. For further information, do check our website www.technosoftcorp.com. Download PPT Photo 1   View Contact Details",,"IT Recruiter,bangalore",20,,3.3,Attractive
